テイ	w0073.mp3	テイ
あきらか	w0074.mp3	あきらか
ハク	w0075.mp3	ハク
あつ.い	w0076.mp3	あつい
ひと	w0077.mp3	ひと
ジュウ	w0078.mp3	ジュウ
ジン	w0079.mp3	ジン
はたら.く	w0080.mp3	はたらく
ほの.か	w0081.mp3	ほのか
たお.れる	w0082.mp3	たおれる
あだ	w0083.mp3	あだ
いま	w0084.mp3	いま
カイ	w0085.mp3	カイ
よ.って	w0086.mp3	よって
したが.う	w0087.mp3	したがう
ほとけ	w0088.mp3	ほとけ
こ	w0089.mp3	こ
つか.える	w0090.mp3	つかえる
ほか	w0091.mp3	ほか
つえ	w0092.mp3	つえ
つ.ける	w0093.mp3	つける
セン	w0094.mp3	セン
はか.る	w0095.mp3	はかる
ち	w0096.mp3	ち
か.わる	w0097.mp3	かわる
レイ	w0098.mp3	レイ
もっ.て	w0099.mp3	もって
かり	w0100.mp3	かり
あお.ぐ	w0101.mp3	あおぐ
くだん	w0102.mp3	くだん
まか.せる	w0103.mp3	まかせる
くわだ.てる	w0104.mp3	くわだてる
たぐ.い	w0105.mp3	たぐい
かれ	w0106.mp3	かれ
いつつ	w0107.mp3	いつつ
わざ	w0108.mp3	わざ
ふ.せる	w0109.mp3	ふせる
き.る	w0110.mp3	きる
やす.む	w0111.mp3	やすむ
あ.う	w0112.mp3	あう
せがれ	w0113.mp3	せがれ
つた.わる	w0114.mp3	つたわる
あきな.う	w0115.mp3	あきなう
ともな.う	w0116.mp3	ともなう
わざおぎ	w0117.mp3	わざおぎ
の.びる	w0118.mp3	のびる
うかが.う	w0119.mp3	うかがう
に.る	w0120.mp3	にる
とぎ	w0121.mp3	とぎ
つくだ	w0122.mp3	つくだ
ただ.し	w0123.mp3	ただし
たたず.む	w0124.mp3	たたずむ
くらい	w0125.mp3	くらい
ひく.い	w0126.mp3	ひくい
す.む	w0127.mp3	すむ
サ	w0128.mp3	サ
たす.ける	w0129.mp3	たすける
からだ	w0130.mp3	からだ
なに	w0131.mp3	なに
わび.しい	w0132.mp3	わびしい
あま.る	w0133.mp3	あまる
たのし.む	w0134.mp3	たのしむ
つく.る	w0135.mp3	つくる
せむし	w0136.mp3	せむし
おもね.る	w0137.mp3	おもねる
は.く	w0138.mp3	はく
いつわ.る	w0139.mp3	いつわる
おさ	w0140.mp3	おさ
あわ.せる	w0141.mp3	あわせる
キツ	w0142.mp3	キツ
かる.い	w0143.mp3	かるい
こう.す	w0144.mp3	こうす
つか.う	w0145.mp3	つかう
つよ.い	w0146.mp3	つよい
く.る	w0147.mp3	くる
おご.る	w0148.mp3	おごる
たと.える	w0149.mp3	たとえる
さむらい	w0150.mp3	さむらい
シュ	w0151.mp3	シュ
すす.める	w0152.mp3	すすめる
おも.う	w0153.mp3	おもう
そな.える	w0154.mp3	そなえる
よ.る	w0155.mp3	よる
きゃん	w0156.mp3	きゃん
あたい	w0157.mp3	あたい
まま	w0158.mp3	まま
あなど.る	w0159.mp3	あなどる
コウ	w0160.mp3	コウ
おか.す	w0161.mp3	おかす
とも	w0162.mp3	とも
たよ.り	w0163.mp3	たより
かか.る	w0164.mp3	かかる
うなが.す	w0165.mp3	うながす
にわか	w0166.mp3	にわか
シュン	w0167.mp3	シュン
いた	w0168.mp3	いた
かしこ.い	w0169.mp3	かしこい
ヨウ	w0170.mp3	ヨウ
ゾク	w0171.mp3	ゾク
とりこ	w0172.mp3	とりこ
いや.しい	w0173.mp3	いやしい
たも.つ	w0174.mp3	たもつ
ま.つ	w0175.mp3	まつ
シン	w0176.mp3	シン
おもかげ	w0177.mp3	おもかげ
くるま	w0178.mp3	くるま
ふ.す	w0179.mp3	ふす
ともに	w0180.mp3	ともに
ハイ	w0181.mp3	ハイ
たわら	w0182.mp3	たわら
はじめ	w0183.mp3	はじめ
ホウ	w0184.mp3	ホウ
おれ	w0185.mp3	おれ
かしずく	w0186.mp3	かしずく
たくみ	w0187.mp3	たくみ
くら	w0188.mp3	くら
コ	w0189.mp3	コ
バイ	w0190.mp3	バイ
たちまち	w0191.mp3	たちまち
ともがら	w0192.mp3	ともがら
しあわ.せ	w0193.mp3	しあわせ
そうろう	w0194.mp3	そうろう
か.りる	w0195.mp3	かりる
とな.える	w0196.mp3	となえる
なら.う	w0197.mp3	ならう
ね	w0198.mp3	ね
ぬか.る	w0199.mp3	ぬかる
あき.る	w0200.mp3	あきる
つらつら	w0201.mp3	つらつら
きわ	w0202.mp3	きわ
リン	w0203.mp3	リン
タク	w0204.mp3	タク
やまと	w0205.mp3	やまと
とも.に	w0206.mp3	ともに
つま.しい	w0207.mp3	つましい
いこ.う	w0208.mp3	いこう
えら.い	w0209.mp3	えらい
かたよ.る	w0210.mp3	かたよる
ゲン	w0211.mp3	ゲン
さて	w0212.mp3	さて
な.す	w0213.mp3	なす
と.める	w0214.mp3	とめる
すこ.やか	w0215.mp3	すこやか
くる.しむ	w0216.mp3	くるしむ
しの.ぶ	w0217.mp3	しのぶ
かわ	w0218.mp3	かわ
たま	w0219.mp3	たま
ぬす.む	w0220.mp3	ぬすむ
おおき.い	w0221.mp3	おおきい
かしず.く	w0222.mp3	かしずく
かたわ.ら	w0223.mp3	かたわら
すぐ.れる	w0224.mp3	すぐれる
かさ	w0225.mp3	かさ
もよう.す	w0226.mp3	もようす
やと.う	w0227.mp3	やとう
かが.む	w0228.mp3	かがむ
サイ	w0229.mp3	サイ
きず	w0230.mp3	きず
かたむ.く	w0231.mp3	かたむく
わず.か	w0232.mp3	わずか
みな	w0233.mp3	みな
ゾウ	w0234.mp3	ゾウ
キョウ	w0235.mp3	キョウ
しもべ	w0236.mp3	しもべ
よろこ.ぶ	w0237.mp3	よろこぶ
せん.する	w0238.mp3	せんする
ギョウ	w0239.mp3	ギョウ
ソウ	w0240.mp3	ソウ
へき.する	w0241.mp3	へきする
ギ	w0242.mp3	ギ
わし	w0243.mp3	わし
オク	w0244.mp3	オク
ジュ	w0245.mp3	ジュ
ラン	w0246.mp3	ラン
はかな.い	w0247.mp3	はかない
つぐな.う	w0248.mp3	つぐなう
ライ	w0249.mp3	ライ
やさ.しい	w0250.mp3	やさしい
もう.ける	w0251.mp3	もうける
つれあい	w0252.mp3	つれあい
おにやらい	w0253.mp3	おにやらい
あるいは	w0254.mp3	あるいは
いかめ.しい	w0255.mp3	いかめしい
がい	w0256.mp3	がい
コツ	w0257.mp3	コツ
じょう	w0258.mp3	じょう
もと	w0259.mp3	もと
あに	w0260.mp3	あに
あ.てる	w0261.mp3	あてる
きざ.す	w0262.mp3	きざす
おそ.れる	w0263.mp3	おそれる
さき	w0264.mp3	さき
ひか.る	w0265.mp3	ひかる
まぬか.れる	w0266.mp3	まぬかれる
うさぎ	w0267.mp3	うさぎ
なかま	w0268.mp3	なかま
かぶと	w0269.mp3	かぶと
い.る	w0270.mp3	いる
まった.く	w0271.mp3	まったく
ふたつ	w0272.mp3	ふたつ
しかり	w0273.mp3	しかり
や	w0274.mp3	や
おおやけ	w0275.mp3	おおやけ
む	w0276.mp3	む
ケイ	w0277.mp3	ケイ
つわもの	w0278.mp3	つわもの
それ	w0279.mp3	それ
ふみ	w0280.mp3	ふみ
か.ねる	w0281.mp3	かねる
こいねが.う	w0282.mp3	こいねがう
うち	w0283.mp3	うち
まる.い	w0284.mp3	まるい
あや.うい	w0285.mp3	あやうい
ふたた.び	w0286.mp3	ふたたび
かま.える	w0287.mp3	かまえる
かんむり	w0288.mp3	かんむり
ベキ	w0289.mp3	ベキ
ジョウ	w0290.mp3	ジョウ
うつ.す	w0291.mp3	うつす
つか	w0292.mp3	つか
エン	w0293.mp3	エン
くら.い	w0294.mp3	くらい
あだ.する	w0295.mp3	あだする
と.む	w0296.mp3	とむ
こおり	w0297.mp3	こおり
ふゆ	w0298.mp3	ふゆ
さ.える	w0299.mp3	さえる
おき	w0300.mp3	おき
き.める	w0301.mp3	きめる
まし.て	w0302.mp3	まして
つめ.たい	w0303.mp3	つめたい
きよ.い	w0304.mp3	きよい
さむ.い	w0305.mp3	さむい
か.れる	w0306.mp3	かれる
ジュン	w0307.mp3	ジュン
すず.しい	w0308.mp3	すずしい
しぼ.む	w0309.mp3	しぼむ
しの.ぐ	w0310.mp3	しのぐ
こお.る	w0311.mp3	こおる
じゅん.じる	w0312.mp3	じゅんじる
きびし.い	w0313.mp3	きびしい
こ.る	w0314.mp3	こる
きにょう	w0315.mp3	きにょう
およ.そ	w0316.mp3	およそ
ところ	w0317.mp3	ところ
いかのぼり	w0318.mp3	いかのぼり
こがらし	w0319.mp3	こがらし
なぎ	w0320.mp3	なぎ
もた.れる	w0321.mp3	もたれる
おおとり	w0322.mp3	おおとり
かちどき	w0323.mp3	かちどき
でこ	w0324.mp3	でこ
くぼ.む	w0325.mp3	くぼむ
で.る	w0326.mp3	でる
はこ	w0327.mp3	はこ
かたな	w0328.mp3	かたな
は	w0329.mp3	は
わ.ける	w0330.mp3	わける
か.る	w0331.mp3	かる
は.ねる	w0332.mp3	はねる
えぐ.る	w0333.mp3	えぐる
レツ	w0334.mp3	レツ
はじ.め	w0335.mp3	はじめ
わか.る	w0336.mp3	わかる
わか.れる	w0337.mp3	わかれる
おびや.かす	w0338.mp3	おびやかす
き.く	w0339.mp3	きく
けず.る	w0340.mp3	けずる
こそ.げる	w0341.mp3	こそげる
いた.る	w0342.mp3	いたる
セイ	w0343.mp3	セイ
す.る	w0344.mp3	する
ケン	w0345.mp3	ケン
セチ	w0346.mp3	セチ
さ.す	w0347.mp3	さす
きざ.む	w0348.mp3	きざむ
まい	w0349.mp3	まい
くびき.る	w0350.mp3	くびきる
のっと.る	w0351.mp3	のっとる
かつ	w0352.mp3	かつ
もと.る	w0353.mp3	もとる
まえ	w0354.mp3	まえ
はじ.める	w0355.mp3	はじめる
ボウ	w0356.mp3	ボウ
ゴウ	w0357.mp3	ゴウ
へ.ぐ	w0358.mp3	へぐ
つるぎ	w0359.mp3	つるぎ
かる	w0360.mp3	かる
あまつさえ	w0361.mp3	あまつさえ
フク	w0362.mp3	フク
わ.る	w0363.mp3	わる
ガイ	w0364.mp3	ガイ
わ.かつ	w0365.mp3	わかつ
ゲキ	w0366.mp3	ゲキ
つんざ.く	w0367.mp3	つんざく
ころ.す	w0368.mp3	ころす
ちから	w0369.mp3	ちから
いさお	w0370.mp3	いさお
くわ.える	w0371.mp3	くわえる
おと.る	w0372.mp3	おとる
つと.める	w0373.mp3	つとめる
つか.れる	w0374.mp3	つかれる
はげ.む	w0375.mp3	はげむ
ろう.する	w0376.mp3	ろうする
てがた	w0377.mp3	てがた
カツ	w0378.mp3	カツ
おこ.る	w0379.mp3	おこる
いまし.める	w0380.mp3	いましめる
いさ.む	w0381.mp3	いさむ
くつわ	w0382.mp3	くつわ
うご.く	w0383.mp3	うごく
つの.る	w0384.mp3	つのる
いきお.い	w0385.mp3	いきおい
つつ.む	w0386.mp3	つつむ
シャク	w0387.mp3	シャク
なか.れ	w0388.mp3	なかれ
すく.ない	w0389.mp3	すくない
もんめ	w0390.mp3	もんめ
にお.う	w0391.mp3	におう
いそが.しい	w0392.mp3	いそがしい
は.う	w0393.mp3	はう
ひさご	w0394.mp3	ひさご
ホク	w0395.mp3	ホク
さじ	w0396.mp3	さじ
ば.ける	w0397.mp3	ばける
きた	w0398.mp3	きた
めぐ.る	w0399.mp3	めぐる
あら.ず	w0400.mp3	あらず
ひつ	w0401.mp3	ひつ
くしげ	w0402.mp3	くしげ
ひき	w0403.mp3	ひき
ク	w0404.mp3	ク
い.やす	w0405.mp3	いやす
かくま.う	w0406.mp3	かくまう
とお	w0407.mp3	とお
さんじゅう	w0408.mp3	さんじゅう
そっ.する	w0409.mp3	そっする
ます	w0410.mp3	ます
うま	w0411.mp3	うま
くさ	w0412.mp3	くさ
なか.ば	w0413.mp3	なかば
まんじ	w0414.mp3	まんじ
みなみ	w0415.mp3	みなみ
ひとえ	w0416.mp3	ひとえ
うらな.う	w0417.mp3	うらなう
ベン	w0418.mp3	ベン
し.める	w0419.mp3	しめる
うらかた	w0420.mp3	うらかた
わりふ	w0421.mp3	わりふ
さかずき	w0422.mp3	さかずき
う	w0423.mp3	う
しるし	w0424.mp3	しるし
あぶ.ない	w0425.mp3	あぶない
つ.く	w0426.mp3	つく
かえ.って	w0427.mp3	かえって
たまご	w0428.mp3	たまご
ま.く	w0429.mp3	まく
おろ.す	w0430.mp3	おろす
きみ	w0431.mp3	きみ
かりがね	w0432.mp3	かりがね
ヤク	w0433.mp3	ヤク
はら	w0434.mp3	はら
かわや	w0435.mp3	かわや
その	w0436.mp3	その
いえ	w0437.mp3	いえ
くりや	w0438.mp3	くりや
うまや	w0439.mp3	うまや
いや	w0440.mp3	いや
こもの	w0441.mp3	こもの
ショウ	w0442.mp3	ショウ
おごそ.か	w0443.mp3	おごそか
わたくし	w0444.mp3	わたくし
さ.る	w0445.mp3	さる
まい.る	w0446.mp3	まいる
およ.ぶ	w0447.mp3	およぶ
そ.る	w0448.mp3	そる
シュク	w0449.mp3	シュク
と.る	w0450.mp3	とる
つい.ず	w0451.mp3	ついず
おきな	w0452.mp3	おきな
あき.らか	w0453.mp3	あきらか
くさむら	w0454.mp3	くさむら
くち	w0455.mp3	くち
ふる.い	w0456.mp3	ふるい
みだりに	w0457.mp3	みだりに
たた.く	w0458.mp3	たたく
ただ	w0459.mp3	ただ
さけ.ぶ	w0460.mp3	さけぶ
め.す	w0461.mp3	めす
ハツ	w0462.mp3	ハツ
-べ.き	w0463.mp3	べき
うてな	w0464.mp3	うてな
しか.る	w0465.mp3	しかる
シ	w0466.mp3	シ
みぎ	w0467.mp3	みぎ
かな.える	w0468.mp3	かなえる
つかさど.る	w0469.mp3	つかさどる
かます	w0470.mp3	かます
ああ	w0471.mp3	ああ
ども.る	w0472.mp3	どもる
おのおの	w0473.mp3	おのおの
よし	w0474.mp3	よし
つ.る	w0475.mp3	つる
インチ	w0476.mp3	インチ
おな.じ	w0477.mp3	おなじ
な	w0478.mp3	な
きさき	w0479.mp3	きさき
リ	w0480.mp3	リ
む.く	w0481.mp3	むく
しわ.い	w0482.mp3	しわい
のむ	w0483.mp3	のむ
ギン	w0484.mp3	ギン
ほえ.る	w0485.mp3	ほえる
いな	w0486.mp3	いな
ふ.く	w0487.mp3	ふく
ふく.む	w0488.mp3	ふくむ
ポンド	w0489.mp3	ポンド
のど	w0490.mp3	のど
す.う	w0491.mp3	すう
くちわき	w0492.mp3	くちわき
ほ.える	w0493.mp3	ほえる
われ	w0494.mp3	われ
あ	w0495.mp3	あ
せぼね	w0496.mp3	せぼね
ほけ.る	w0497.mp3	ほける
く.れる	w0498.mp3	くれる
つ.げる	w0499.mp3	つげる
ふいいと	w0500.mp3	ふいいと
の.む	w0501.mp3	のむ
つぶや.く	w0502.mp3	つぶやく
まわ.り	w0503.mp3	まわり
まじな.う	w0504.mp3	まじなう
あじ	w0505.mp3	あじ
か.す	w0506.mp3	かす
かまびす.しい	w0507.mp3	かまびすしい
あお.る	w0508.mp3	あおる
うめ.く	w0509.mp3	うめく
よ.ぶ	w0510.mp3	よぶ
いのち	w0511.mp3	いのち
か.む	w0512.mp3	かむ
はなし	w0513.mp3	はなし
やわ.らぐ	w0514.mp3	やわらぐ
とが.める	w0515.mp3	とがめる
よ.む	w0516.mp3	よむ
おどろく	w0517.mp3	おどろく
た	w0518.mp3	た
さ.く	w0519.mp3	さく
せ.く	w0520.mp3	せく
よこしま	w0521.mp3	よこしま
むせ.ぶ	w0522.mp3	むせぶ
ロウ	w0523.mp3	ロウ
あわ.れ	w0524.mp3	あわれ
しな	w0525.mp3	しな
わら.う	w0526.mp3	わらう
かい	w0527.mp3	かい
かな	w0528.mp3	かな
さそ.う	w0529.mp3	さそう
イン	w0530.mp3	イン
さえず.る	w0531.mp3	さえずる
ガ	w0532.mp3	ガ
みはり	w0533.mp3	みはり
まいる	w0534.mp3	まいる
なげ.く	w0535.mp3	なげく
た.ける	w0536.mp3	たける
さとい	w0537.mp3	さとい
はぐく.む	w0538.mp3	はぐくむ
うた	w0539.mp3	うた
そそ.る	w0540.mp3	そそる
くちびる	w0541.mp3	くちびる
から	w0542.mp3	から
ゴ	w0543.mp3	ゴ
おし	w0544.mp3	おし
う.る	w0545.mp3	うる
れつ	w0546.mp3	れつ
うな.る	w0547.mp3	うなる
オ	w0548.mp3	オ
つば	w0549.mp3	つば
いがむ	w0550.mp3	いがむ
ついば.む	w0551.mp3	ついばむ
クウ	w0552.mp3	クウ
と.う	w0553.mp3	とう
ひら.く	w0554.mp3	ひらく
く.う	w0555.mp3	くう
く.らわす	w0556.mp3	くらわす
すす.る	w0557.mp3	すする
ただ.ならぬ	w0558.mp3	ただならぬ
な.く	w0559.mp3	なく
の.う	w0560.mp3	のう
よ.い	w0561.mp3	よい
ラツ	w0562.mp3	ラツ
しゃべ.る	w0563.mp3	しゃべる
あえ.ぐ	w0564.mp3	あえぐ
わめ.く	w0565.mp3	わめく
かこ.つ	w0566.mp3	かこつ
やかま.しい	w0567.mp3	やかましい
も	w0568.mp3	も
たか.い	w0569.mp3	たかい
いとな.む	w0570.mp3	いとなむ
か.らす	w0571.mp3	からす
か.ぐ	w0572.mp3	かぐ
やぶさ.か	w0573.mp3	やぶさか
いか.る	w0574.mp3	いかる
たしな.む	w0575.mp3	たしなむ
おしゃべり	w0576.mp3	おしゃべり
すす.ぐ	w0577.mp3	すすぐ
けしか.ける	w0578.mp3	けしかける
よみ.する	w0579.mp3	よみする
さいな.む	w0580.mp3	さいなむ
かつ.て	w0581.mp3	かつて
うそ	w0582.mp3	うそ
マ	w0583.mp3	マ
うそぶ.く	w0584.mp3	うそぶく
しょく.する	w0585.mp3	しょくする
あざけ.る	w0586.mp3	あざける
くちばし	w0587.mp3	くちばし
いなな.く	w0588.mp3	いななく
さぞ	w0589.mp3	さぞ
うわさ	w0590.mp3	うわさ
む.せる	w0591.mp3	むせる
うつわ	w0592.mp3	うつわ
ふく	w0593.mp3	ふく
つぐ.む	w0594.mp3	つぐむ
さわ.ぐ	w0595.mp3	さわぐ
トン	w0596.mp3	トン
ネイ	w0597.mp3	ネイ
おど.す	w0598.mp3	おどす
かかめ	w0599.mp3	かかめ
くしゃみ	w0600.mp3	くしゃみ
リュウ	w0601.mp3	リュウ
ふくろ	w0602.mp3	ふくろ
さきに	w0603.mp3	さきに
ささや.く	w0604.mp3	ささやく
かしま.しい	w0605.mp3	かしましい
はや.す	w0606.mp3	はやす
ゲイ	w0607.mp3	ゲイ
しょう	w0608.mp3	しょう
かじ.る	w0609.mp3	かじる
イ	w0610.mp3	イ
まわ.る	w0611.mp3	まわる
とら.われる	w0612.mp3	とらわれる
かたまり	w0613.mp3	かたまり
おとり	w0614.mp3	おとり
こま.る	w0615.mp3	こまる
かこ.む	w0616.mp3	かこむ
え	w0617.mp3	え
かた.める	w0618.mp3	かためる
くに	w0619.mp3	くに
はたけ	w0620.mp3	はたけ
ひとや	w0621.mp3	ひとや
かこ.い	w0622.mp3	かこい
うまか.い	w0623.mp3	うまかい
つち	w0624.mp3	つち
たがや.す	w0625.mp3	たがやす
いり	w0626.mp3	いり
お.す	w0627.mp3	おす
あ.る	w0628.mp3	ある
チ	w0629.mp3	チ
あくつ	w0630.mp3	あくつ
さか.い	w0631.mp3	さかい
あと	w0632.mp3	あと
さか	w0633.mp3	さか
なら.す	w0634.mp3	ならす
あな	w0635.mp3	あな
つき	w0636.mp3	つき
すわ.る	w0637.mp3	すわる
つつ.み	w0638.mp3	つつみ
たいら	w0639.mp3	たいら
つぼ	w0640.mp3	つぼ
た.れる	w0641.mp3	たれる
ぬた	w0642.mp3	ぬた
かた	w0643.mp3	かた
はて	w0644.mp3	はて
きし	w0645.mp3	きし
あか	w0646.mp3	あか
かき	w0647.mp3	かき
ありづか	w0648.mp3	ありづか
ハ	w0649.mp3	ハ
がけ	w0650.mp3	がけ
ほこり	w0651.mp3	ほこり
きそ.う	w0652.mp3	きそう
う.める	w0653.mp3	うめる
しろ	w0654.mp3	しろ
らち.があく	w0655.mp3	らちがあく
ホ	w0656.mp3	ホ
ごみ	w0657.mp3	ごみ
イキ	w0658.mp3	イキ
ソツ	w0659.mp3	ソツ
はに	w0660.mp3	はに
う.える	w0661.mp3	うえる
つちか.う	w0662.mp3	つちかう
ほり	w0663.mp3	ほり
ドウ	w0664.mp3	ドウ
かた.い	w0665.mp3	かたい
うずたか.い	w0666.mp3	うずたかい
いろつち	w0667.mp3	いろつち
お.ちる	w0668.mp3	おちる
ふさ.ぐ	w0669.mp3	ふさぐ
るつぼ	w0670.mp3	るつぼ
とりで	w0671.mp3	とりで
つつみ	w0672.mp3	つつみ
た.える	w0673.mp3	たえる
せき	w0674.mp3	せき
むく.いる	w0675.mp3	むくいる
ば	w0676.mp3	ば
さかい	w0677.mp3	さかい
ヘイ	w0678.mp3	ヘイ
はか	w0679.mp3	はか
でく	w0680.mp3	でく
ねぐら	w0681.mp3	ねぐら
ぬ.る	w0682.mp3	ぬる
はなわ	w0683.mp3	はなわ
はま.る	w0684.mp3	はまる
しお	w0685.mp3	しお
は.まる	w0686.mp3	はまる
あま	w0687.mp3	あま
ちり	w0688.mp3	ちり
ジュク	w0689.mp3	ジュク
しもやしき	w0690.mp3	しもやしき
ま.す	w0691.mp3	ます
すみ	w0692.mp3	すみ
おち.る	w0693.mp3	おちる
フン	w0694.mp3	フン
チョ	w0695.mp3	チョ
は.る	w0696.mp3	はる
かべ	w0697.mp3	かべ
ダン	w0698.mp3	ダン
こわ.す	w0699.mp3	こわす
たに	w0700.mp3	たに
びん	w0701.mp3	びん
テン	w0702.mp3	テン
みずのえ	w0703.mp3	みずのえ
さかん	w0704.mp3	さかん
こえ	w0705.mp3	こえ
ひとつ	w0706.mp3	ひとつ
むこ	w0707.mp3	むこ
コン	w0708.mp3	コン
ことぶき	w0709.mp3	ことぶき
しゅう	w0710.mp3	しゅう
ゆき	w0711.mp3	ゆき
なつ	w0712.mp3	なつ
はるか	w0713.mp3	はるか
ゆう	w0714.mp3	ゆう
そと	w0715.mp3	そと
つとに	w0716.mp3	つとに
おお.い	w0717.mp3	おおい
ゆめ	w0718.mp3	ゆめ
おびただ.しい	w0719.mp3	おびただしい
おお-	w0720.mp3	おお
あまつ	w0721.mp3	あまつ
ふと.い	w0722.mp3	ふとい
おっと	w0723.mp3	おっと
わか.い	w0724.mp3	わかい
オウ	w0725.mp3	オウ
うしな.う	w0726.mp3	うしなう
えびす	w0727.mp3	えびす
ほご.る	w0728.mp3	ほごる
はさ.む	w0729.mp3	はさむ
おお.う	w0730.mp3	おおう
く.しき	w0731.mp3	くしき
いかん	w0732.mp3	いかん
たてまつ.る	w0733.mp3	たてまつる
かな.でる	w0734.mp3	かなでる
ちぎ.る	w0735.mp3	ちぎる
はし.る	w0736.mp3	はしる
エキ	w0737.mp3	エキ
かさ.ねる	w0738.mp3	かさねる
なんぞ	w0739.mp3	なんぞ
さだ.める	w0740.mp3	さだめる
おく	w0741.mp3	おく
おく.まる	w0742.mp3	おくまる
うば.う	w0743.mp3	うばう
ふる.う	w0744.mp3	ふるう
おんな	w0745.mp3	おんな
やつ	w0746.mp3	やつ
この.む	w0747.mp3	このむ
なこうど	w0748.mp3	なこうど
ごと.し	w0749.mp3	ごとし
みだ.りに	w0750.mp3	みだりに
はら.む	w0751.mp3	はらむ
うつく.しい	w0752.mp3	うつくしい
あや.しい	w0753.mp3	あやしい
たえ	w0754.mp3	たえ
よそお.う	w0755.mp3	よそおう
なきはは	w0756.mp3	なきはは
ダ	w0757.mp3	ダ
さまた.げる	w0758.mp3	さまたげる
ねた.む	w0759.mp3	ねたむ
ダツ	w0760.mp3	ダツ
いもうと	w0761.mp3	いもうと
つま	w0762.mp3	つま
めかけ	w0763.mp3	めかけ
うば	w0764.mp3	うば
あね	w0765.mp3	あね
しゅうとめ	w0766.mp3	しゅうとめ
ゆだ.ねる	w0767.mp3	ゆだねる
こう	w0768.mp3	こう
かん.する	w0769.mp3	かんする
いもと	w0770.mp3	いもと
めい	w0771.mp3	めい
ひめ	w0772.mp3	ひめ
あい	w0773.mp3	あい
すがた	w0774.mp3	すがた
ほ	w0775.mp3	ほ
シャ	w0776.mp3	シャ
むすめ	w0777.mp3	むすめ
めおと	w0778.mp3	めおと
みめよ.い	w0779.mp3	みめよい
よめ	w0780.mp3	よめ
めと.る	w0781.mp3	めとる
あそびめ	w0782.mp3	あそびめ
つな.ぐ	w0783.mp3	つなぐ
ばば	w0784.mp3	ばば
はしため	w0785.mp3	はしため
むさぼ.る	w0786.mp3	むさぼる
みだれ-	w0787.mp3	みだれ
こ.びる	w0788.mp3	こびる
おうな	w0789.mp3	おうな
はは	w0790.mp3	はは
よしみ	w0791.mp3	よしみ
あによめ	w0792.mp3	あによめ
そね.む	w0793.mp3	そねむ
なよ.やかな	w0794.mp3	なよやかな
きら.う	w0795.mp3	きらう
なぶ.る	w0796.mp3	なぶる
あたた.める	w0797.mp3	あたためる
チャク	w0798.mp3	チャク
うれ.しい	w0799.mp3	うれしい
なまめか.しい	w0800.mp3	なまめかしい
きにいり	w0801.mp3	きにいり
よわ.い	w0802.mp3	よわい
ふ.れる	w0803.mp3	ふれる
かか	w0804.mp3	かか
おこた.る	w0805.mp3	おこたる
やもめ	w0806.mp3	やもめ
かよわ.い	w0807.mp3	かよわい
ひとり	w0808.mp3	ひとり
あざ	w0809.mp3	あざ
ながら.える	w0810.mp3	ながらえる
